"GAULCountryCode","Year","YearLabel","SeriesCode","SeriesName","QualifierCode","Value","UnitOfMeasure","SourceCode","TopicCode"
6,2014,"2014","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","","percent","External","OPA"
6,2014,"2014","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","","per 100,000","External","RPR"
6,2014,"2014","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
6,2014,"2014","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","","percent","External","RPR"
6,2014,"2014","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
6,2014,"2014","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","","percent","External","RPR"
6,2014,"2014","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","","percent","External","RPR"
6,2014,"2014","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
6,2014,"2014","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","","percent","External","HADE"
6,2014,"2014","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","","percent","External","RPR"
6,2014,"2014","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
6,2014,"2014","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
6,2014,"2014","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","","percent","External","OPA"
6,2014,"2014","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","","percent","External","OPA"
6,2014,"2014","OA.TP.POP.ZS","Population (share of total population)","R","0.699102259828707","percent","External","RPR"
6,2014,"2014","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","","percent","External","OPA"
6,2014,"2014","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","","percent","External","OPA"
6,2014,"2014","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
6,2014,"2014","OA.TP.POP.ZS","Population (share of total population)","U","0.300897740171293","percent","External","RPR"
6,2014,"2014","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
6,2015,"2015","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
6,2015,"2015","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","","percent","External","RPR"
6,2015,"2015","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","","per 1,000","External","RPR"
6,2015,"2015","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","","percent","External","HADE"
6,2015,"2015","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
6,2015,"2015","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","","per 1,000","External","RPR"
6,2015,"2015","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","","percent","External","RPR"
6,2015,"2015","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","","percent","External","HADE"
6,2015,"2015","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","","constant 2000 US$","External","RPR"
6,2015,"2015","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","","percent","External","RPR"
6,2015,"2015","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","","percent","External","RPR"
6,2015,"2015","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","","percent","External","RPR"
6,2015,"2015","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","","percent","External","NR"
6,2015,"2015","RL.IL.AL.HC","Per capita arable land (ha)","N","","ha/cap","External","NR"
6,2015,"2015","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","","ha","External","NR"
6,2015,"2015","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","","percent","External","OPA"
6,2015,"2015","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","","percent","External","RPR"
6,2015,"2015","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","","ha","External","NR"
6,2015,"2015","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","","percent","External","NR"
6,2015,"2015","RL.IL.AL.HA","Arable land (ha)","N","","ha","External","NR"
6,2015,"2015","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","","percent","External","RPR"
6,2015,"2015","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
6,2015,"2015","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
6,2015,"2015","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","","percent","External","RPR"
6,2015,"2015","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","","percent","External","RPR"
6,2015,"2015","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","","years","External","RPR"
6,2015,"2015","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","","per 1,000","External","RPR"
6,2015,"2015","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","","percent","External","OPA"
6,2015,"2015","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","","per 100,000","External","RPR"
6,2015,"2015","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
6,2015,"2015","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","","percent","External","RPR"
6,2015,"2015","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
6,2015,"2015","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","","percent","External","RPR"
6,2015,"2015","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","","percent","External","RPR"
6,2015,"2015","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
6,2015,"2015","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","","percent","External","HADE"
6,2015,"2015","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","","percent","External","RPR"
6,2015,"2015","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
6,2015,"2015","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
6,2015,"2015","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","","percent","External","OPA"
6,2015,"2015","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","","percent","External","OPA"
6,2015,"2015","OA.TP.POP.ZS","Population (share of total population)","R","0.697220609395905","percent","External","RPR"
6,2015,"2015","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","","percent","External","OPA"
6,2015,"2015","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","","percent","External","OPA"
6,2015,"2015","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
6,2015,"2015","OA.TP.POP.ZS","Population (share of total population)","U","0.302779390604095","percent","External","RPR"
6,2015,"2015","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
7,2000,"2000","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","","percent","External","RPR"
7,2000,"2000","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","4.2","per 1,000","External","RPR"
7,2000,"2000","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
7,2000,"2000","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","","percent","External","HADE"
7,2000,"2000","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","","percent","External","RPR"
7,2000,"2000","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","5","per 1,000","External","RPR"
7,2000,"2000","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
7,2000,"2000","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","","percent","External","HADE"
7,2000,"2000","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","","constant 2000 US$","External","RPR"
7,2000,"2000","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","<5.0","percent","External","RPR"
7,2000,"2000","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","","percent","External","RPR"
7,2000,"2000","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","","percent","External","RPR"
7,2000,"2000","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","","percent","External","NR"
7,2000,"2000","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","2300","ha","External","NR"
7,2000,"2000","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","98","percent","External","RPR"
7,2000,"2000","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","","percent","External","RPR"
7,2000,"2000","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","","years","External","RPR"
7,2000,"2000","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","","ha","External","NR"
7,2000,"2000","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","","percent","External","NR"
7,2000,"2000","RL.IL.AL.HA","Arable land (ha)","N","2300","ha","External","NR"
7,2000,"2000","RL.IL.AL.HC","Per capita arable land (ha)","N","0.0353846153846154","ha/cap","External","NR"
7,2000,"2000","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
7,2000,"2000","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
7,2000,"2000","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
7,2000,"2000","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","","percent","External","RPR"
7,2000,"2000","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","100","percent","External","OPA"
7,2000,"2000","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","97","percent","External","RPR"
7,2000,"2000","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","4.6","per 1,000","External","RPR"
7,2000,"2000","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","","percent","External","RPR"
7,2000,"2000","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","","percent","External","RPR"
7,2000,"2000","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
7,2000,"2000","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","100","percent","External","OPA"
7,2000,"2000","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","","percent","External","RPR"
7,2000,"2000","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","","percent","External","HADE"
7,2000,"2000","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","","per 100,000","External","RPR"
7,2000,"2000","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","","percent","External","RPR"
7,2000,"2000","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
7,2000,"2000","OA.TP.POP.ZS","Population (share of total population)","R","0.0769230769230769","percent","External","RPR"
7,2000,"2000","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","100","percent","External","OPA"
7,2000,"2000","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
7,2000,"2000","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
7,2000,"2000","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","100","percent","External","OPA"
7,2000,"2000","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","100","percent","External","OPA"
7,2000,"2000","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
7,2000,"2000","OA.TP.POP.ZS","Population (share of total population)","U","0.923076923076923","percent","External","RPR"
7,2000,"2000","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
7,2000,"2000","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","100","percent","External","OPA"
7,2001,"2001","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","","percent","External","RPR"
7,2001,"2001","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","","per 1,000","External","RPR"
7,2001,"2001","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
7,2001,"2001","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","","percent","External","HADE"
7,2001,"2001","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","","percent","External","RPR"
7,2001,"2001","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","","per 1,000","External","RPR"
7,2001,"2001","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
7,2001,"2001","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","","percent","External","HADE"
7,2001,"2001","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","","constant 2000 US$","External","RPR"
7,2001,"2001","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","<5.0","percent","External","RPR"
7,2001,"2001","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","","percent","External","RPR"
7,2001,"2001","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","","percent","External","RPR"
7,2001,"2001","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","","percent","External","NR"
7,2001,"2001","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","2400","ha","External","NR"
7,2001,"2001","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","96","percent","External","RPR"
7,2001,"2001","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","","percent","External","RPR"
7,2001,"2001","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","","years","External","RPR"
7,2001,"2001","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","","ha","External","NR"
7,2001,"2001","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","","percent","External","NR"
7,2001,"2001","RL.IL.AL.HA","Arable land (ha)","N","2400","ha","External","NR"
7,2001,"2001","RL.IL.AL.HC","Per capita arable land (ha)","N","0.0352941176470588","ha/cap","External","NR"
7,2001,"2001","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
7,2001,"2001","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
7,2001,"2001","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
7,2001,"2001","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","","percent","External","RPR"
7,2001,"2001","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","100","percent","External","OPA"
7,2001,"2001","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","97","percent","External","RPR"
7,2001,"2001","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","4.4","per 1,000","External","RPR"
7,2001,"2001","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","","percent","External","RPR"
7,2001,"2001","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","","percent","External","RPR"
7,2001,"2001","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
7,2001,"2001","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","100","percent","External","OPA"
7,2001,"2001","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","","percent","External","HADE"
7,2001,"2001","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","","percent","External","RPR"
7,2001,"2001","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","","per 100,000","External","RPR"
7,2001,"2001","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","","percent","External","RPR"
7,2001,"2001","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
7,2001,"2001","OA.TP.POP.ZS","Population (share of total population)","R","0.0735294117647059","percent","External","RPR"
7,2001,"2001","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","100","percent","External","OPA"
7,2001,"2001","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
7,2001,"2001","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
7,2001,"2001","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","100","percent","External","OPA"
7,2001,"2001","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","100","percent","External","OPA"
7,2001,"2001","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
7,2001,"2001","OA.TP.POP.ZS","Population (share of total population)","U","0.926470588235294","percent","External","RPR"
7,2001,"2001","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
7,2001,"2001","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","100","percent","External","OPA"
7,2002,"2002","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","","percent","External","RPR"
7,2002,"2002","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","","per 1,000","External","RPR"
7,2002,"2002","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
7,2002,"2002","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","","percent","External","HADE"
7,2002,"2002","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","","percent","External","RPR"
7,2002,"2002","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","","per 1,000","External","RPR"
7,2002,"2002","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
7,2002,"2002","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","","percent","External","HADE"
7,2002,"2002","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","","constant 2000 US$","External","RPR"
7,2002,"2002","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","<5.0","percent","External","RPR"
7,2002,"2002","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","","percent","External","RPR"
7,2002,"2002","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","","percent","External","RPR"
7,2002,"2002","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","","percent","External","NR"
7,2002,"2002","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","2500","ha","External","NR"
7,2002,"2002","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","97","percent","External","RPR"
7,2002,"2002","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","","percent","External","RPR"
7,2002,"2002","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","","years","External","RPR"
7,2002,"2002","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","","ha","External","NR"
7,2002,"2002","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","","percent","External","NR"
7,2002,"2002","RL.IL.AL.HA","Arable land (ha)","N","2500","ha","External","NR"
7,2002,"2002","RL.IL.AL.HC","Per capita arable land (ha)","N","0.0347222222222222","ha/cap","External","NR"
7,2002,"2002","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
7,2002,"2002","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
7,2002,"2002","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
7,2002,"2002","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","","percent","External","RPR"
7,2002,"2002","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","100","percent","External","OPA"
7,2002,"2002","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","98","percent","External","RPR"
7,2002,"2002","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","4.3","per 1,000","External","RPR"
7,2002,"2002","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","","percent","External","RPR"
7,2002,"2002","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","","percent","External","RPR"
7,2002,"2002","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
7,2002,"2002","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","100","percent","External","OPA"
7,2002,"2002","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","","percent","External","RPR"
7,2002,"2002","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","","percent","External","HADE"
7,2002,"2002","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","","per 100,000","External","RPR"
7,2002,"2002","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","","percent","External","RPR"
7,2002,"2002","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
7,2002,"2002","OA.TP.POP.ZS","Population (share of total population)","R","0.0833333333333333","percent","External","RPR"
7,2002,"2002","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","100","percent","External","OPA"
7,2002,"2002","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
7,2002,"2002","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
7,2002,"2002","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","100","percent","External","OPA"
7,2002,"2002","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","100","percent","External","OPA"
7,2002,"2002","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
7,2002,"2002","OA.TP.POP.ZS","Population (share of total population)","U","0.916666666666667","percent","External","RPR"
7,2002,"2002","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
7,2002,"2002","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","100","percent","External","OPA"
7,2003,"2003","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","","percent","External","RPR"
7,2003,"2003","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","","per 1,000","External","RPR"
7,2003,"2003","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
7,2003,"2003","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","","percent","External","HADE"
7,2003,"2003","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","","percent","External","RPR"
7,2003,"2003","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","","per 1,000","External","RPR"
7,2003,"2003","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
7,2003,"2003","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","","percent","External","HADE"
7,2003,"2003","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","","constant 2000 US$","External","RPR"
7,2003,"2003","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","<5.0","percent","External","RPR"
7,2003,"2003","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","","percent","External","RPR"
7,2003,"2003","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","","percent","External","RPR"
7,2003,"2003","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","","percent","External","NR"
7,2003,"2003","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","2500","ha","External","NR"
7,2003,"2003","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","99","percent","External","RPR"
7,2003,"2003","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","","percent","External","RPR"
7,2003,"2003","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","","years","External","RPR"
7,2003,"2003","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","","ha","External","NR"
7,2003,"2003","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","","percent","External","NR"
7,2003,"2003","RL.IL.AL.HA","Arable land (ha)","N","2500","ha","External","NR"
7,2003,"2003","RL.IL.AL.HC","Per capita arable land (ha)","N","0.0328947368421053","ha/cap","External","NR"
7,2003,"2003","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
7,2003,"2003","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
7,2003,"2003","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
7,2003,"2003","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","","percent","External","RPR"
7,2003,"2003","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","100","percent","External","OPA"
7,2003,"2003","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","96","percent","External","RPR"
7,2003,"2003","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","4.1","per 1,000","External","RPR"
7,2003,"2003","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","","percent","External","RPR"
7,2003,"2003","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","","percent","External","RPR"
7,2003,"2003","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","","percent","External","RPR"
7,2003,"2003","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
7,2003,"2003","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","100","percent","External","OPA"
7,2003,"2003","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","","percent","External","HADE"
7,2003,"2003","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","","per 100,000","External","RPR"
7,2003,"2003","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","","percent","External","RPR"
7,2003,"2003","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
7,2003,"2003","OA.TP.POP.ZS","Population (share of total population)","R","0.0921052631578947","percent","External","RPR"
7,2003,"2003","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","100","percent","External","OPA"
7,2003,"2003","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
7,2003,"2003","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
7,2003,"2003","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","100","percent","External","OPA"
7,2003,"2003","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","100","percent","External","OPA"
